Garfield	4	27		https://tgfour-a.akamaihd.net/pd/1290862567001/201711/3393/1290862567001_16e9c8ed-69b1-4a52-b39e-eb4984c4abfb.vtt?pubId=1290862567001&videoId=5569082402001
Ros na Rún	22	28	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/1917/1290862567001_9a5da08b-e87f-41df-b9ce-b4315435530b.vtt?pubId=1290862567001&videoId=5663752197001	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/1917/1290862567001_bc07c9e5-0b3b-4eb3-ab5c-911d5cd0cbfa.vtt?pubId=1290862567001&videoId=5663752197001
Ros na Rún	22	27	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/2981/1290862567001_8f3f19b6-7d7b-4bc2-82ae-6701e0973937.vtt?pubId=1290862567001&videoId=5662408644001	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/2981/1290862567001_eddfeaad-08ff-48b8-92b8-7c1f9511d028.vtt?pubId=1290862567001&videoId=5662408644001
Ros na Rún	22	26	https://tgfour-a.akamaihd.net/pd/1290862567001/201711/3980/1290862567001_5f4481af-a28d-4fbf-b5db-b52275cf4e8c.vtt?pubId=1290862567001&videoId=5660346010001	https://tgfour-a.akamaihd.net/pd/1290862567001/201711/3980/1290862567001_a333e92d-008f-4f90-949d-704488bcc570.vtt?pubId=1290862567001&videoId=5660346010001
Ros na Rún	22	25	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/1628/1290862567001_dcd5eac9-88c9-4efc-affc-c655a8edd59b.vtt?pubId=1290862567001&videoId=5657129261001	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/1628/1290862567001_389b3003-6d0e-40fc-9274-81bc8319c614.vtt?pubId=1290862567001&videoId=5657129261001
Ros na Rún	22	24	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/3883/1290862567001_cb11471d-4fbc-4b29-a897-e90f88bee361.vtt?pubId=1290862567001&videoId=5653008427001	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/3883/1290862567001_a2da363f-591d-4954-9736-97649c61844b.vtt?pubId=1290862567001&videoId=5653008427001
Ros na Rún	22	23	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/75/1290862567001_907a14db-ec78-4d2f-97fa-7c9a40a550bb.vtt?pubId=1290862567001&videoId=5652672359001	https://tgfour-a.akamaihd.net/pd/1290862567001/201712/75/1290862567001_96abdd28-f706-4e3e-9fea-efa0de1237c7.vtt?pubId=1290862567001&videoId=5652672359001
Ros na Rún	22	22	https://tgfour-a.akamaihd.net/pd/1290862567001/201711/303/1290862567001_5f2d92c7-bbbc-45cf-8e21-da30da1df55d.vtt?pubId=1290862567001&videoId=5644314582001	https://tgfour-a.akamaihd.net/pd/1290862567001/201711/303/1290862567001_1a15fe97-edea-49a7-81f7-105e5b1d6cbc.vtt?pubId=1290862567001&videoId=5644314582001
Ros na Rún	22	21	https://tgfour-a.akamaihd.net/pd/1290862567001/201711/2016/1290862567001_d3c6247d-b478-43b8-ade3-5c3b0473a722.vtt?pubId=1290862567001&videoId=5640672952001	https://tgfour-a.akamaihd.net/pd/1290862567001/201711/2016/1290862567001_20605d79-245e-47d6-9681-01f7c10a81f5.vtt?pubId=1290862567001&videoId=5640672952001
Ros na Rún	22	20	https://tgfour-a.akamaihd.net/pd/1290862567001/201711/47/1290862567001_af5429a8-8c39-4f75-b010-91b5b7843929.vtt?pubId=1290862567001&videoId=5637075854001	https://tgfour-a.akamaihd.net/pd/1290862567001/201711/47/1290862567001_1d948f70-5e75-42c6-8ee4-4b82691ccaf4.vtt?pubId=1290862567001&videoId=5637075854001
