lʲ	lʲ
l̻̊ˠ	lˠ
l̻̊ʲ	lʲ
l̻ˠ	lˠ
n̥ʲ	nʲ
nʲ	nʲ
n̻̊ˠ	nˠ
n̻ʲ	nʲ
n̻ˠ	nˠ
ɾ̥ˠ	ɾˠ
ɾ̥ʲ	ɾʲ
ɾʲ	ɾʲ
ɾˠ	ɾˠ
n̥ˠ	nˠ
nˠ	nˠ
m̥ˠ	mˠ
l̥ʲ	lʲ
l̻ʲ	lʲ
l̥ˠ	lˠ
lˠ	lˠ

